user_id,event_type,timestamp
10027,workout,2025-06-22 18:00:00
10027,browse,2025-03-01 21:00:00
10027,message_coach,2025-03-18 14:00:00
10027,share,2025-04-09 19:00:00
10027,message_coach,2025-03-12 07:00:00
10027,login,2025-06-27 01:00:00
10028,workout,2025-05-02 13:00:00
10028,share,2025-05-15 08:00:00
10028,login,2025-04-28 09:00:00
10028,login,2025-04-15 09:00:00
10028,share,2025-06-14 17:00:00
10028,message_coach,2025-05-01 18:00:00
10028,message_coach,2025-05-04 02:00:00
10028,message_coach,2025-03-13 02:00:00
10028,message_coach,2025-05-07 11:00:00
10028,share,2025-04-29 18:00:00
10029,login,2025-06-28 23:00:00
10029,browse,2025-06-29 17:00:00
10029,browse,2025-06-24 13:00:00
10029,browse,2025-06-20 09:00:00
10029,message_coach,2025-06-26 15:00:00
10029,share,2025-06-29 10:00:00
10029,message_coach,2025-06-27 08:00:00
10030,workout,2025-02-24 01:00:00
10030,share,2025-04-23 01:00:00
10030,message_coach,2025-05-26 09:00:00
10030,browse,2025-02-23 18:00:00
10030,share,2025-04-11 21:00:00
10030,share,2025-06-20 21:00:00
10030,workout,2025-04-29 12:00:00
10030,workout,2025-04-24 15:00:00
10030,message_coach,2025-02-06 08:00:00
10030,browse,2025-06-11 01:00:00
10031,browse,2025-05-27 12:00:00
10031,share,2025-05-02 13:00:00
10031,browse,2025-05-31 11:00:00
10031,browse,2025-05-06 19:00:00
10031,message_coach,2025-05-12 04:00:00
10031,browse,2025-05-23 07:00:00
10031,share,2025-06-12 17:00:00
10031,share,2025-05-25 08:00:00
10031,share,2025-06-07 04:00:00
10031,browse,2025-05-19 20:00:00
10032,message_coach,2025-04-17 00:00:00
10032,workout,2025-05-16 08:00:00
10032,workout,2025-05-20 20:00:00
10032,browse,2025-06-03 08:00:00
10032,workout,2025-04-03 18:00:00
10032,browse,2025-04-17 17:00:00
10032,browse,2025-06-09 01:00:00
10032,workout,2025-05-11 15:00:00
10033,message_coach,2025-04-11 14:00:00
10033,browse,2025-04-12 09:00:00
10033,message_coach,2025-05-03 17:00:00
10033,share,2025-06-26 01:00:00
10033,workout,2025-05-14 15:00:00
10033,login,2025-05-30 05:00:00
10033,login,2025-04-24 07:00:00
10033,workout,2025-06-19 13:00:00
10033,browse,2025-05-13 21:00:00
10033,workout,2025-06-21 07:00:00
10033,message_coach,2025-04-28 18:00:00
10033,message_coach,2025-06-25 09:00:00
10033,browse,2025-06-18 18:00:00
10033,workout,2025-05-05 00:00:00
10034,workout,2025-03-14 16:00:00
10034,share,2025-06-16 12:00:00
10034,workout,2025-02-22 16:00:00
10034,message_coach,2025-05-04 04:00:00
10034,workout,2025-04-17 14:00:00
10034,share,2025-05-12 15:00:00
10034,login,2025-02-28 22:00:00
10034,share,2025-03-31 04:00:00
10034,login,2025-03-15 23:00:00
10034,browse,2025-02-24 00:00:00
10034,browse,2025-03-26 18:00:00
10035,browse,2025-06-27 08:00:00
10035,share,2025-06-16 20:00:00
10035,workout,2025-04-11 05:00:00
10035,message_coach,2025-04-16 03:00:00
10035,message_coach,2025-04-29 07:00:00
10035,workout,2025-03-26 17:00:00
10035,message_coach,2025-03-28 05:00:00
10035,share,2025-04-26 11:00:00
10035,workout,2025-04-04 00:00:00
10035,login,2025-03-25 09:00:00
10035,browse,2025-05-23 20:00:00
10035,message_coach,2025-04-26 20:00:00
10035,message_coach,2025-04-11 16:00:00
10035,browse,2025-05-12 09:00:00
10035,message_coach,2025-04-19 04:00:00
10035,workout,2025-06-05 11:00:00
10035,login,2025-04-19 17:00:00
10036,workout,2025-06-18 15:00:00
10036,message_coach,2025-06-23 05:00:00
10036,message_coach,2025-06-18 15:00:00
10036,message_coach,2025-05-22 03:00:00
10036,message_coach,2025-06-25 05:00:00
10036,share,2025-05-21 11:00:00
10036,share,2025-06-06 10:00:00
10036,login,2025-05-21 01:00:00
10037,workout,2025-06-20 05:00:00
10037,workout,2025-05-27 23:00:00
10037,message_coach,2025-06-23 14:00:00
10037,login,2025-05-27 08:00:00
10037,message_coach,2025-05-29 00:00:00
10037,share,2025-06-29 14:00:00
10037,message_coach,2025-06-12 05:00:00
10037,share,2025-05-30 03:00:00
10037,login,2025-06-24 23:00:00
10037,message_coach,2025-05-28 09:00:00
10037,message_coach,2025-05-31 21:00:00
10037,login,2025-06-04 21:00:00
10037,share,2025-06-20 00:00:00
10037,workout,2025-05-25 22:00:00
10037,share,2025-06-11 18:00:00
10038,share,2025-01-31 16:00:00
10038,share,2025-02-23 01:00:00
10038,workout,2025-06-22 13:00:00
10038,workout,2025-02-20 23:00:00
10038,login,2025-02-18 15:00:00
10038,login,2025-06-08 00:00:00
10038,share,2025-01-15 17:00:00
10038,message_coach,2025-06-15 06:00:00
10038,browse,2025-04-07 07:00:00
10039,login,2025-06-12 07:00:00
10039,browse,2025-06-11 08:00:00
10039,share,2025-06-02 20:00:00
10039,share,2025-06-03 07:00:00
10039,login,2025-06-27 23:00:00
10039,login,2025-06-08 03:00:00
10039,browse,2025-06-24 10:00:00
10039,login,2025-06-24 06:00:00
10040,login,2025-06-19 19:00:00
10040,login,2025-06-23 18:00:00
10040,share,2025-06-28 02:00:00
10040,message_coach,2025-06-06 08:00:00
10040,login,2025-06-25 13:00:00
10040,workout,2025-06-28 00:00:00
10040,login,2025-06-07 04:00:00
10040,browse,2025-06-07 07:00:00
10040,login,2025-06-10 21:00:00
10040,message_coach,2025-06-14 03:00:00
10040,message_coach,2025-06-09 15:00:00
10040,workout,2025-06-18 17:00:00
10040,workout,2025-06-09 19:00:00
10040,share,2025-06-10 17:00:00
10041,workout,2025-06-15 17:00:00
10041,share,2025-05-14 17:00:00
10041,browse,2025-04-16 13:00:00
10041,login,2025-06-13 11:00:00
10041,browse,2025-04-13 13:00:00
10041,browse,2025-05-05 09:00:00
10041,browse,2025-05-26 11:00:00
10041,message_coach,2025-05-23 06:00:00
10041,share,2025-05-13 11:00:00
10041,message_coach,2025-04-04 03:00:00
10042,workout,2025-06-27 10:00:00
10042,message_coach,2025-06-28 17:00:00
10042,workout,2025-06-13 19:00:00
10042,share,2025-06-22 06:00:00
10042,message_coach,2025-06-21 18:00:00
10042,share,2025-06-05 12:00:00
10042,share,2025-06-05 08:00:00
10042,share,2025-06-11 02:00:00
10042,login,2025-06-12 04:00:00
10042,browse,2025-06-07 18:00:00
10042,workout,2025-06-28 10:00:00
10042,share,2025-06-29 18:00:00
10043,login,2025-06-14 08:00:00
10043,share,2025-05-03 19:00:00
10043,workout,2025-02-25 00:00:00
10043,workout,2025-06-26 08:00:00
10043,login,2025-03-26 15:00:00
10043,workout,2025-06-29 06:00:00
10043,workout,2025-02-24 05:00:00
10043,workout,2025-05-18 06:00:00
10043,workout,2025-02-06 05:00:00
10043,browse,2025-04-08 23:00:00
10044,browse,2025-05-20 12:00:00
10044,login,2025-02-10 04:00:00
10044,workout,2025-05-05 00:00:00
10044,workout,2025-04-15 02:00:00
10044,workout,2025-06-10 08:00:00
10044,share,2025-02-27 05:00:00
10044,workout,2025-05-03 12:00:00
10044,share,2025-04-26 15:00:00
10044,share,2025-05-23 15:00:00
10044,workout,2025-03-08 01:00:00
10045,browse,2025-05-23 04:00:00
10045,login,2025-06-05 15:00:00
10045,share,2025-04-18 21:00:00
10045,browse,2025-04-14 17:00:00
10045,browse,2025-05-20 11:00:00
10045,share,2025-05-22 16:00:00
10045,login,2025-04-29 15:00:00
10045,workout,2025-04-18 11:00:00
10045,share,2025-05-12 11:00:00
10045,share,2025-05-21 20:00:00
10045,workout,2025-05-22 14:00:00
10046,share,2025-06-13 00:00:00
10046,workout,2025-06-12 02:00:00
10046,browse,2025-06-24 03:00:00
10046,share,2025-06-02 16:00:00
10046,message_coach,2025-06-27 07:00:00
10046,browse,2025-05-04 14:00:00
10046,share,2025-06-06 11:00:00
10046,login,2025-05-09 11:00:00
10046,workout,2025-05-12 08:00:00
10046,login,2025-06-08 23:00:00
10046,message_coach,2025-05-10 04:00:00
10047,workout,2025-06-06 06:00:00
10047,share,2025-04-26 14:00:00
10047,browse,2025-03-26 06:00:00
10047,share,2025-03-29 00:00:00
10047,login,2025-04-27 15:00:00
10047,workout,2025-06-21 01:00:00
10047,browse,2025-04-12 08:00:00
10047,browse,2025-03-20 18:00:00
10048,message_coach,2025-06-06 00:00:00
10048,login,2025-06-29 21:00:00
10048,workout,2025-06-17 14:00:00
10048,share,2025-06-21 03:00:00
10048,message_coach,2025-06-14 15:00:00
10048,message_coach,2025-06-06 23:00:00
10048,login,2025-06-23 21:00:00
10048,browse,2025-06-27 01:00:00
10048,browse,2025-06-03 04:00:00
10048,login,2025-06-11 07:00:00
10048,browse,2025-06-08 18:00:00
10049,browse,2025-04-09 19:00:00
10049,workout,2025-06-14 23:00:00
10049,share,2025-04-23 05:00:00
10049,message_coach,2025-03-15 13:00:00
10049,share,2025-02-24 22:00:00
10049,login,2025-04-17 14:00:00
10049,share,2025-03-27 01:00:00
10049,message_coach,2025-04-17 05:00:00
10050,workout,2025-04-03 00:00:00
10050,message_coach,2025-04-25 21:00:00
10050,login,2025-04-14 18:00:00
10050,share,2025-06-10 12:00:00
10050,share,2025-06-28 00:00:00
10051,message_coach,2025-05-05 16:00:00
10051,workout,2025-06-15 05:00:00
10051,login,2025-03-06 12:00:00
10051,browse,2025-04-17 16:00:00
10051,workout,2025-06-17 03:00:00
10051,share,2025-03-01 05:00:00
10051,workout,2025-02-09 10:00:00
10052,share,2025-06-05 21:00:00
10052,login,2025-06-08 16:00:00
10052,login,2025-06-24 20:00:00
10052,browse,2025-05-05 08:00:00
10052,browse,2025-06-06 20:00:00
10052,share,2025-06-16 06:00:00
10052,workout,2025-04-30 19:00:00
10052,workout,2025-05-03 16:00:00
10052,login,2025-05-07 03:00:00
10053,workout,2025-06-19 03:00:00
10053,message_coach,2025-05-10 08:00:00
10053,login,2025-06-08 06:00:00
10053,browse,2025-06-26 17:00:00
10053,message_coach,2025-06-21 19:00:00
10053,share,2025-05-20 18:00:00
10053,workout,2025-06-24 15:00:00
10054,share,2025-05-25 02:00:00
10054,browse,2025-06-23 08:00:00
10054,message_coach,2025-06-05 00:00:00
10054,login,2025-05-31 22:00:00
10054,message_coach,2025-05-07 18:00:00
10054,workout,2025-06-24 07:00:00
10054,login,2025-05-27 12:00:00
10054,share,2025-06-13 10:00:00
10054,share,2025-05-13 00:00:00
10054,workout,2025-06-06 16:00:00
10054,workout,2025-06-21 11:00:00
10054,share,2025-05-07 10:00:00
10054,share,2025-06-10 22:00:00
10054,message_coach,2025-05-22 00:00:00
10054,share,2025-06-14 05:00:00
10054,browse,2025-05-22 17:00:00
10055,workout,2025-06-03 18:00:00
10055,workout,2025-04-29 09:00:00
10055,browse,2025-05-13 05:00:00
10055,message_coach,2025-06-19 23:00:00
10055,message_coach,2025-05-13 22:00:00
10055,login,2025-05-14 06:00:00
10055,login,2025-05-14 21:00:00
10055,login,2025-06-10 04:00:00
10055,message_coach,2025-06-19 03:00:00
10055,login,2025-05-20 20:00:00
10055,login,2025-06-23 11:00:00
10055,share,2025-06-26 10:00:00
10056,message_coach,2025-04-15 04:00:00
10056,message_coach,2025-04-29 07:00:00
10056,browse,2025-06-16 23:00:00
10056,share,2025-05-01 08:00:00
10056,workout,2025-06-14 08:00:00
10056,browse,2025-05-24 16:00:00
10056,workout,2025-05-12 18:00:00
10056,browse,2025-06-19 00:00:00
10056,login,2025-05-06 15:00:00
10056,share,2025-05-24 23:00:00
10057,browse,2025-06-28 06:00:00
10057,share,2025-06-27 11:00:00
10057,share,2025-06-27 03:00:00
10057,share,2025-06-28 09:00:00
10057,browse,2025-06-27 01:00:00
10057,share,2025-06-28 11:00:00
10057,browse,2025-06-29 19:00:00
10057,browse,2025-06-28 20:00:00
10057,workout,2025-06-27 07:00:00
10057,message_coach,2025-06-30 00:00:00
10057,message_coach,2025-06-29 12:00:00
10057,login,2025-06-28 02:00:00
10057,message_coach,2025-06-28 12:00:00
10057,workout,2025-06-28 03:00:00
10058,message_coach,2025-06-29 08:00:00
10058,browse,2025-06-27 04:00:00
10058,browse,2025-06-24 19:00:00
10058,login,2025-06-25 19:00:00
10058,browse,2025-06-24 08:00:00
10058,message_coach,2025-06-24 16:00:00
10058,message_coach,2025-06-22 10:00:00
10058,workout,2025-06-27 08:00:00
10058,message_coach,2025-06-27 08:00:00
10058,workout,2025-06-28 14:00:00
10058,message_coach,2025-06-26 10:00:00
10058,share,2025-06-23 23:00:00
10058,browse,2025-06-26 23:00:00
10059,share,2025-05-16 18:00:00
10059,browse,2025-04-27 08:00:00
10059,share,2025-05-20 02:00:00
10059,message_coach,2025-05-03 07:00:00
10060,login,2025-06-12 04:00:00
10060,workout,2025-06-16 10:00:00
10060,login,2025-06-13 13:00:00
10060,workout,2025-06-17 12:00:00
10060,browse,2025-06-25 11:00:00
10060,browse,2025-06-14 22:00:00
10060,browse,2025-06-27 09:00:00
10060,browse,2025-06-12 08:00:00
10060,workout,2025-06-17 17:00:00
10060,share,2025-06-15 05:00:00
10060,workout,2025-06-23 09:00:00
10060,browse,2025-06-21 09:00:00
10060,message_coach,2025-06-15 23:00:00
10061,workout,2025-03-21 14:00:00
10061,login,2025-03-05 07:00:00
10061,message_coach,2025-06-23 10:00:00
10061,login,2025-06-01 10:00:00
10061,browse,2025-04-09 02:00:00
10061,message_coach,2025-06-05 04:00:00
10061,login,2025-02-10 19:00:00
10061,message_coach,2025-03-08 20:00:00
10061,workout,2025-03-09 06:00:00
10062,share,2025-05-21 20:00:00
10062,login,2025-05-15 20:00:00
10062,workout,2025-03-29 08:00:00
10062,workout,2025-05-01 10:00:00
10062,workout,2025-06-14 00:00:00
10062,workout,2025-03-22 13:00:00
10062,message_coach,2025-04-30 03:00:00
10062,login,2025-05-25 05:00:00
10062,message_coach,2025-04-11 17:00:00
10063,login,2025-04-10 23:00:00
10063,browse,2025-04-03 09:00:00
10063,browse,2025-06-17 07:00:00
10063,share,2025-06-02 06:00:00
10063,share,2025-05-18 12:00:00
10063,message_coach,2025-05-21 06:00:00
10063,message_coach,2025-04-12 18:00:00
10063,message_coach,2025-04-26 21:00:00
10063,workout,2025-05-03 00:00:00
10064,workout,2025-06-28 16:00:00
10064,share,2025-06-11 02:00:00
10064,login,2025-06-28 06:00:00
10064,share,2025-06-11 02:00:00
10064,message_coach,2025-06-11 11:00:00
10064,workout,2025-06-17 02:00:00
10064,workout,2025-06-05 02:00:00
10064,workout,2025-06-21 03:00:00
10065,login,2025-06-28 10:00:00
10065,message_coach,2025-06-28 02:00:00
10065,login,2025-06-28 17:00:00
10065,share,2025-06-28 23:00:00
10065,share,2025-06-28 13:00:00
10066,message_coach,2025-06-22 18:00:00
10066,message_coach,2025-06-24 13:00:00
10066,workout,2025-06-21 03:00:00
10066,workout,2025-06-19 09:00:00
10066,browse,2025-06-25 05:00:00
10066,browse,2025-06-29 17:00:00
10066,workout,2025-06-28 13:00:00
10066,workout,2025-06-27 20:00:00
10066,browse,2025-06-28 15:00:00
10066,workout,2025-06-29 15:00:00
10066,share,2025-06-18 20:00:00
10066,browse,2025-06-29 16:00:00
10066,login,2025-06-26 02:00:00
10067,browse,2025-04-14 23:00:00
10067,workout,2025-04-07 18:00:00
10067,login,2025-06-27 08:00:00
10067,browse,2025-05-22 21:00:00
10067,browse,2025-03-22 04:00:00
10067,message_coach,2025-02-22 00:00:00
10067,browse,2025-06-12 22:00:00
10067,workout,2025-04-22 18:00:00
10067,message_coach,2025-05-23 14:00:00
10067,message_coach,2025-03-11 09:00:00
10067,message_coach,2025-04-03 13:00:00
10068,login,2025-05-13 17:00:00
10068,message_coach,2025-05-25 10:00:00
10068,message_coach,2025-05-29 07:00:00
10068,workout,2025-06-01 20:00:00
10068,login,2025-06-08 11:00:00
10068,share,2025-05-26 08:00:00
10068,workout,2025-06-17 17:00:00
10068,login,2025-06-15 15:00:00
10068,share,2025-05-28 12:00:00
10068,browse,2025-05-03 21:00:00
10069,browse,2025-03-06 14:00:00
10069,login,2025-04-03 05:00:00
10069,login,2025-05-24 05:00:00
10069,login,2025-05-22 03:00:00
10069,share,2025-06-19 07:00:00
10069,login,2025-04-07 16:00:00
10069,message_coach,2025-03-03 15:00:00
10069,share,2025-03-26 21:00:00
10069,login,2025-02-13 18:00:00
10069,message_coach,2025-02-14 06:00:00
10069,workout,2025-06-14 16:00:00
10069,browse,2025-03-08 00:00:00
10069,share,2025-03-05 05:00:00
10069,workout,2025-06-03 22:00:00
10069,workout,2025-02-11 23:00:00
10069,workout,2025-03-29 07:00:00
10069,workout,2025-06-28 16:00:00
10070,message_coach,2025-06-09 19:00:00
10070,login,2025-06-07 23:00:00
10070,workout,2025-05-23 02:00:00
10070,message_coach,2025-06-19 14:00:00
10070,share,2025-06-02 13:00:00
10070,login,2025-06-26 07:00:00
10070,workout,2025-06-04 09:00:00
10070,workout,2025-06-05 19:00:00
10070,login,2025-06-02 14:00:00
10070,login,2025-06-25 10:00:00
10070,browse,2025-06-06 08:00:00
10071,workout,2025-04-10 20:00:00
10071,workout,2025-06-03 02:00:00
10071,share,2025-05-22 04:00:00
10071,browse,2025-05-07 21:00:00
10071,share,2025-06-27 18:00:00
10071,share,2025-03-22 21:00:00
10071,browse,2025-03-24 17:00:00
10071,workout,2025-06-07 19:00:00
10071,login,2025-05-09 03:00:00
10071,browse,2025-05-11 04:00:00
10071,login,2025-05-10 01:00:00
10072,browse,2025-05-21 09:00:00
